"treeName","setname","source","description","nTips_all","processType","regimeMRCA","regimeTime","regime_nTips","K","sigma","lambda0","lambda1","mu0","mu1"
"Rabosky2014_DD_k1_139","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",189,"pure-birth",190,0,189,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_139","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",189,"diversity-dependent",195,76.0516,127,129.581,NA,0.386799,NA,0.00556454,NA
"Rabosky2014_DD_k1_140","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",64,"pure-birth",65,0,64,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_140","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",64,"diversity-dependent",88,58.2102,39,39.0142,NA,0.210921,NA,0.0223659,NA
"Rabosky2014_DD_k1_141","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",93,"pure-birth",94,0,93,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_141","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",93,"diversity-dependent",126,75.2127,61,65.7817,NA,0.218354,NA,0.0189331,NA
"Rabosky2014_DD_k1_142","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",154,"pure-birth",155,0,154,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_142","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",154,"diversity-dependent",208,52.9796,57,57.5473,NA,0.292495,NA,0.031401,NA
"Rabosky2014_DD_k1_143","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",200,"pure-birth",201,0,200,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_143","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",200,"diversity-dependent",225,77.81,155,233.514,NA,0.337289,NA,0.0302729,NA
"Rabosky2014_DD_k1_144","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",101,"pure-birth",102,0,101,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_144","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",101,"diversity-dependent",105,56.295,61,60.3714,NA,0.306687,NA,0.0059117,NA
"Rabosky2014_DD_k1_145","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",209,"pure-birth",210,0,209,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_145","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",209,"diversity-dependent",267,67.3477,126,137.203,NA,0.33204,NA,0.02749,NA
"Rabosky2014_DD_k1_146","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",204,"pure-birth",205,0,204,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_146","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",204,"diversity-dependent",228,48.8554,164,169.236,NA,0.340896,NA,0.0412556,NA
"Rabosky2014_DD_k1_147","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",269,"pure-birth",270,0,269,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_147","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",269,"diversity-dependent",283,78.4385,218,235.31,NA,0.363373,NA,0.00839214,NA
"Rabosky2014_DD_k1_148","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",131,"pure-birth",132,0,131,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_148","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",131,"diversity-dependent",167,49.9519,61,60.1262,NA,0.243065,NA,0.0490396,NA
"Rabosky2014_DD_k1_149","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",238,"pure-birth",239,0,238,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_149","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",238,"diversity-dependent",294,55.4279,169,165.956,NA,0.197749,NA,0.0457893,NA
"Rabosky2014_DD_k1_150","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",134,"pure-birth",135,0,134,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_150","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",134,"diversity-dependent",145,68.673,56,72.9212,NA,0.288971,NA,0.0191385,NA
"Rabosky2014_DD_k1_151","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",220,"pure-birth",221,0,220,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_151","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",220,"diversity-dependent",283,69.7752,158,159.551,NA,0.324282,NA,0.000989463,NA
"Rabosky2014_DD_k1_152","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",276,"pure-birth",277,0,276,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_152","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",276,"diversity-dependent",286,55.5207,230,237.054,NA,0.198304,NA,0.0270778,NA
"Rabosky2014_DD_k1_153","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",204,"pure-birth",205,0,204,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_153","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",204,"diversity-dependent",207,52.2753,161,158.675,NA,0.320616,NA,0.0493979,NA
"Rabosky2014_DD_k1_154","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",176,"pure-birth",177,0,176,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_154","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",176,"diversity-dependent",193,58.5372,148,143.584,NA,0.348718,NA,0.0220162,NA
"Rabosky2014_DD_k1_155","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",142,"pure-birth",143,0,142,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_155","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",142,"diversity-dependent",192,56.178,92,91.7216,NA,0.257168,NA,0.0106691,NA
"Rabosky2014_DD_k1_156","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",197,"pure-birth",198,0,197,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_156","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",197,"diversity-dependent",236,51.0178,107,128.737,NA,0.187391,NA,0.0264249,NA
"Rabosky2014_DD_k1_157","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",192,"pure-birth",193,0,192,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_157","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",192,"diversity-dependent",246,68.3662,121,126.983,NA,0.325525,NA,0.0361976,NA
"Rabosky2014_DD_k1_158","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",224,"pure-birth",225,0,224,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_158","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",224,"diversity-dependent",271,49.5612,104,106.928,NA,0.176536,NA,0.0139774,NA
"Rabosky2014_DD_k1_159","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",256,"pure-birth",257,0,256,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_159","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",256,"diversity-dependent",333,62.8735,170,167.781,NA,0.357828,NA,0.0438378,NA
"Rabosky2014_DD_k1_160","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",90,"pure-birth",91,0,90,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_160","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",90,"diversity-dependent",125,63.7074,46,163.034,NA,0.13418,NA,0.0156292,NA
"Rabosky2014_DD_k1_161","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",97,"pure-birth",98,0,97,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_161","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",97,"diversity-dependent",113,70.2985,71,79.3675,NA,0.28445,NA,0.0156341,NA
"Rabosky2014_DD_k1_162","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",127,"pure-birth",128,0,127,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_162","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",127,"diversity-dependent",171,44.5746,48,77.2435,NA,0.0955881,NA,0.00708702,NA
"Rabosky2014_DD_k1_163","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",79,"pure-birth",80,0,79,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_163","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",79,"diversity-dependent",94,78.1493,45,147.238,NA,0.17657,NA,0.0435876,NA
"Rabosky2014_DD_k1_164","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",273,"pure-birth",274,0,273,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_164","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",273,"diversity-dependent",334,61.0993,206,211.799,NA,0.187756,NA,0.00260258,NA
"Rabosky2014_DD_k1_165","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",167,"pure-birth",168,0,167,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_165","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",167,"diversity-dependent",170,42.8971,129,138.65,NA,0.145149,NA,0.00249154,NA
"Rabosky2014_DD_k1_166","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",173,"pure-birth",174,0,173,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_166","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",173,"diversity-dependent",187,77.2577,81,96.7177,NA,0.317649,NA,0.0249459,NA
"Rabosky2014_DD_k1_167","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",102,"pure-birth",103,0,102,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_167","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",102,"diversity-dependent",144,63.3225,60,60.3544,NA,0.232541,NA,0.0307823,NA
"Rabosky2014_DD_k1_168","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",71,"pure-birth",72,0,71,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_168","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",71,"diversity-dependent",75,65.1741,39,38.3786,NA,0.236912,NA,0.0256621,NA
"Rabosky2014_DD_k1_169","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",277,"pure-birth",278,0,277,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_169","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",277,"diversity-dependent",297,56.5323,232,240.376,NA,0.216438,NA,0.0179656,NA
"Rabosky2014_DD_k1_170","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",211,"pure-birth",212,0,211,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_170","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",211,"diversity-dependent",238,68.0664,178,173.062,NA,0.335122,NA,0.0267587,NA
"Rabosky2014_DD_k1_171","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",229,"pure-birth",230,0,229,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_171","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",229,"diversity-dependent",255,62.2347,199,213.687,NA,0.215706,NA,0.00996858,NA
"Rabosky2014_DD_k1_172","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",218,"pure-birth",219,0,218,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_172","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",218,"diversity-dependent",222,45.1566,121,124.29,NA,0.279467,NA,0.0493855,NA
"Rabosky2014_DD_k1_173","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",110,"pure-birth",111,0,110,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_173","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",110,"diversity-dependent",149,49.9014,72,82.5011,NA,0.161824,NA,0.0386513,NA
"Rabosky2014_DD_k1_174","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",180,"pure-birth",181,0,180,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_174","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",180,"diversity-dependent",228,71.9141,126,146.843,NA,0.224641,NA,0.0120561,NA
"Rabosky2014_DD_k1_175","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",146,"pure-birth",147,0,146,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_175","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",146,"diversity-dependent",200,54.0939,85,84.0343,NA,0.3709,NA,0.0319042,NA
"Rabosky2014_DD_k1_176","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",76,"pure-birth",77,0,76,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_176","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",76,"diversity-dependent",84,56.8944,36,35.9235,NA,0.264918,NA,0.018067,NA
"Rabosky2014_DD_k1_177","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",98,"pure-birth",99,0,98,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_177","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",98,"diversity-dependent",126,41.7985,63,65.0666,NA,0.295097,NA,0.0277152,NA
"Rabosky2014_DD_k1_178","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",299,"pure-birth",300,0,299,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_178","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",299,"diversity-dependent",354,56.3064,183,182.854,NA,0.245233,NA,0.00442584,NA
"Rabosky2014_DD_k1_179","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",131,"pure-birth",132,0,131,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_179","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",131,"diversity-dependent",164,46.8799,68,69.1056,NA,0.314835,NA,0.0190819,NA
"Rabosky2014_DD_k1_180","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",231,"pure-birth",232,0,231,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_180","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",231,"diversity-dependent",270,47.7958,187,188.529,NA,0.258522,NA,0.0116223,NA
"Rabosky2014_DD_k1_181","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",123,"pure-birth",124,0,123,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_181","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",123,"diversity-dependent",154,60.8714,86,95.1826,NA,0.268326,NA,0.0499593,NA
"Rabosky2014_DD_k1_182","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",122,"pure-birth",123,0,122,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_182","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",122,"diversity-dependent",163,54.5148,82,84.914,NA,0.312196,NA,0.033463,NA
"Rabosky2014_DD_k1_183","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",304,"pure-birth",305,0,304,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_183","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",304,"diversity-dependent",310,59.4105,245,247.422,NA,0.332212,NA,0.0401588,NA
"Rabosky2014_DD_k1_184","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",185,"pure-birth",186,0,185,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_184","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",185,"diversity-dependent",212,54.2448,150,215.683,NA,0.159134,NA,0.0304809,NA
"Rabosky2014_DD_k1_185","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",259,"pure-birth",260,0,259,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_185","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",259,"diversity-dependent",337,63.8177,154,168.204,NA,0.255556,NA,0.0391641,NA
"Rabosky2014_DD_k1_186","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",243,"pure-birth",244,0,243,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_186","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",243,"diversity-dependent",253,45.5664,213,207.687,NA,0.349489,NA,0.0242572,NA
"Rabosky2014_DD_k1_187","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",193,"pure-birth",194,0,193,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_187","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",193,"diversity-dependent",242,75.9673,92,239.009,NA,0.252328,NA,0.0388676,NA
"Rabosky2014_DD_k1_188","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",153,"pure-birth",154,0,153,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_188","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",153,"diversity-dependent",192,43.4667,90,91.526,NA,0.27387,NA,0.0115169,NA
"Rabosky2014_DD_k1_189","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",176,"pure-birth",177,0,176,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_189","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",176,"diversity-dependent",250,45.3783,91,93.4734,NA,0.33706,NA,0.0305061,NA
"Rabosky2014_DD_k1_190","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",86,"pure-birth",87,0,86,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_190","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",86,"diversity-dependent",96,77.0438,43,87.1621,NA,0.358497,NA,0.000747535,NA
"Rabosky2014_DD_k1_191","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",211,"pure-birth",212,0,211,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_191","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",211,"diversity-dependent",287,66.0743,120,118.046,NA,0.318917,NA,0.0194247,NA
"Rabosky2014_DD_k1_192","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",93,"pure-birth",94,0,93,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_192","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",93,"diversity-dependent",139,72.0199,48,47.7447,NA,0.388144,NA,0.0337928,NA
"Rabosky2014_DD_k1_193","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",233,"pure-birth",234,0,233,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_193","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",233,"diversity-dependent",268,46.5445,184,186.912,NA,0.34836,NA,0.0122649,NA
"Rabosky2014_DD_k1_194","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",140,"pure-birth",141,0,140,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_194","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",140,"diversity-dependent",178,41.3648,96,95.5481,NA,0.21193,NA,0.0448721,NA
"Rabosky2014_DD_k1_195","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",267,"pure-birth",268,0,267,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_195","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",267,"diversity-dependent",335,58.6907,191,225.428,NA,0.174736,NA,0.0410956,NA
"Rabosky2014_DD_k1_196","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",138,"pure-birth",139,0,138,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_196","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",138,"diversity-dependent",177,51.746,100,118.511,NA,0.180922,NA,0.0442179,NA
"Rabosky2014_DD_k1_197","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",297,"pure-birth",298,0,297,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_197","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",297,"diversity-dependent",373,75.7087,161,165.979,NA,0.363035,NA,0.0464349,NA
"Rabosky2014_DD_k1_198","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",116,"pure-birth",117,0,116,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_198","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",116,"diversity-dependent",132,67.3948,80,79.3858,NA,0.269023,NA,0.0236843,NA
"Rabosky2014_DD_k1_199","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",98,"pure-birth",99,0,98,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_199","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",98,"diversity-dependent",120,41.7164,36,41.8744,NA,0.110878,NA,0.0170199,NA
"Rabosky2014_DD_k1_200","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",148,"pure-birth",149,0,148,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_200","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",148,"diversity-dependent",176,55.9977,121,121.303,NA,0.33686,NA,0.000956233,NA
"Rabosky2014_DD_k1_201","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",66,"pure-birth",67,0,66,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_201","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",66,"diversity-dependent",105,64.1621,28,195.297,NA,0.152787,NA,0.0409316,NA
"Rabosky2014_DD_k1_202","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",225,"pure-birth",226,0,225,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_202","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",225,"diversity-dependent",238,40.52,195,193.886,NA,0.21946,NA,0.0240993,NA
"Rabosky2014_DD_k1_203","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",98,"pure-birth",99,0,98,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_203","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",98,"diversity-dependent",126,62.4963,35,73.7723,NA,0.182379,NA,0.0418404,NA
"Rabosky2014_DD_k1_204","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",259,"pure-birth",260,0,259,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_204","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",259,"diversity-dependent",279,76.251,173,242.795,NA,0.313684,NA,0.00408749,NA
"Rabosky2014_DD_k1_205","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",169,"pure-birth",170,0,169,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_205","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",169,"diversity-dependent",201,46.8679,115,112.437,NA,0.305546,NA,0.0158219,NA
"Rabosky2014_DD_k1_206","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",331,"pure-birth",332,0,331,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_206","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",331,"diversity-dependent",409,45.5776,192,190.148,NA,0.241551,NA,0.0129581,NA
"Rabosky2014_DD_k1_207","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",118,"pure-birth",119,0,118,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_207","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",118,"diversity-dependent",174,75.0796,41,42.0223,NA,0.248356,NA,0.00198154,NA
"Rabosky2014_DD_k1_208","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",174,"pure-birth",175,0,174,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_208","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",174,"diversity-dependent",194,67.7596,127,125.231,NA,0.368767,NA,0.0091612,NA
"Rabosky2014_DD_k1_209","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",83,"pure-birth",84,0,83,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_209","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",83,"diversity-dependent",112,43.6678,38,48.6733,NA,0.0963449,NA,0.0242134,NA
