"treeName","setname","source","description","nTips_all","processType","regimeMRCA","regimeTime","regime_nTips","K","sigma","lambda0","lambda1","mu0","mu1"
"Rabosky2014_DD_k1_210","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",71,"pure-birth",72,0,71,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_210","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",71,"diversity-dependent",97,72.23,46,249.727,NA,0.131574,NA,0.00932944,NA
"Rabosky2014_DD_k1_211","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",73,"pure-birth",74,0,73,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_211","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",73,"diversity-dependent",107,48.9331,40,40.2435,NA,0.215306,NA,0.000291747,NA
"Rabosky2014_DD_k1_212","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",80,"pure-birth",81,0,80,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_212","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",80,"diversity-dependent",109,69.4008,48,64.5144,NA,0.219343,NA,0.0435925,NA
"Rabosky2014_DD_k1_213","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",222,"pure-birth",223,0,222,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_213","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",222,"diversity-dependent",247,40.2188,151,151.683,NA,0.370319,NA,0.0359569,NA
"Rabosky2014_DD_k1_214","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",142,"pure-birth",143,0,142,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_214","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",142,"diversity-dependent",162,67.5409,99,101.46,NA,0.39916,NA,0.0331955,NA
"Rabosky2014_DD_k1_215","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",331,"pure-birth",332,0,331,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_215","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",331,"diversity-dependent",396,64.7395,250,246.571,NA,0.372309,NA,0.0139346,NA
"Rabosky2014_DD_k1_216","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",83,"pure-birth",84,0,83,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_216","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",83,"diversity-dependent",87,47.1959,56,55.3547,NA,0.242162,NA,0.0312969,NA
"Rabosky2014_DD_k1_217","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",134,"pure-birth",135,0,134,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_217","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",134,"diversity-dependent",166,50.718,96,111.249,NA,0.197338,NA,0.00882782,NA
"Rabosky2014_DD_k1_218","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",163,"pure-birth",164,0,163,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_218","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",163,"diversity-dependent",250,71.5883,66,73.6821,NA,0.268214,NA,0.0314072,NA
"Rabosky2014_DD_k1_219","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",167,"pure-birth",168,0,167,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_219","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",167,"diversity-dependent",218,51.021,117,119.357,NA,0.315792,NA,0.0170061,NA
"Rabosky2014_DD_k1_220","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",64,"pure-birth",65,0,64,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_220","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",64,"diversity-dependent",78,62.71,25,81.9642,NA,0.110619,NA,0.0458418,NA
"Rabosky2014_DD_k1_221","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",212,"pure-birth",213,0,212,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_221","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",212,"diversity-dependent",286,79.4068,136,242.723,NA,0.317267,NA,0.00831489,NA
"Rabosky2014_DD_k1_222","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",128,"pure-birth",129,0,128,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_222","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",128,"diversity-dependent",156,48.3996,90,90.359,NA,0.155547,NA,0.0175412,NA
"Rabosky2014_DD_k1_223","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",122,"pure-birth",123,0,122,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_223","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",122,"diversity-dependent",179,69.5707,63,63.5877,NA,0.348161,NA,0.035099,NA
"Rabosky2014_DD_k1_224","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",293,"pure-birth",294,0,293,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_224","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",293,"diversity-dependent",318,58.5994,251,247.604,NA,0.393925,NA,0.0144523,NA
"Rabosky2014_DD_k1_225","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",117,"pure-birth",118,0,117,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_225","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",117,"diversity-dependent",135,54.2708,61,83.146,NA,0.133284,NA,0.0153218,NA
"Rabosky2014_DD_k1_226","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",101,"pure-birth",102,0,101,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_226","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",101,"diversity-dependent",144,71.5414,59,61.6727,NA,0.374083,NA,0.0240708,NA
"Rabosky2014_DD_k1_227","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",182,"pure-birth",183,0,182,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_227","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",182,"diversity-dependent",225,52.5654,130,123.574,NA,0.277735,NA,0.0409158,NA
"Rabosky2014_DD_k1_228","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",171,"pure-birth",172,0,171,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_228","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",171,"diversity-dependent",209,45.9555,118,131.794,NA,0.172835,NA,0.0262316,NA
"Rabosky2014_DD_k1_229","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",177,"pure-birth",178,0,177,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_229","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",177,"diversity-dependent",286,66.1194,51,56.6463,NA,0.30413,NA,0.0160205,NA
"Rabosky2014_DD_k1_230","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",151,"pure-birth",152,0,151,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_230","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",151,"diversity-dependent",166,52.9088,110,108.458,NA,0.38621,NA,0.0403504,NA
"Rabosky2014_DD_k1_231","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",129,"pure-birth",130,0,129,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_231","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",129,"diversity-dependent",180,43.9266,29,28.3362,NA,0.343376,NA,0.0463587,NA
"Rabosky2014_DD_k1_232","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",206,"pure-birth",207,0,206,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_232","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",206,"diversity-dependent",232,70.3706,155,163.227,NA,0.383936,NA,0.0312715,NA
"Rabosky2014_DD_k1_233","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",101,"pure-birth",102,0,101,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_233","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",101,"diversity-dependent",122,65.0365,39,38.0057,NA,0.304798,NA,0.0193106,NA
"Rabosky2014_DD_k1_234","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",191,"pure-birth",192,0,191,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_234","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",191,"diversity-dependent",229,55.6267,154,155.005,NA,0.383102,NA,0.0275527,NA
"Rabosky2014_DD_k1_235","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",169,"pure-birth",170,0,169,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_235","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",169,"diversity-dependent",196,60.1596,100,119.437,NA,0.240266,NA,0.0292837,NA
"Rabosky2014_DD_k1_236","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",160,"pure-birth",161,0,160,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_236","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",160,"diversity-dependent",269,45.0121,52,57.1586,NA,0.390275,NA,0.0496434,NA
"Rabosky2014_DD_k1_237","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",253,"pure-birth",254,0,253,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_237","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",253,"diversity-dependent",258,54.0098,221,230.768,NA,0.241885,NA,0.0163709,NA
"Rabosky2014_DD_k1_238","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",105,"pure-birth",106,0,105,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_238","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",105,"diversity-dependent",109,78.1823,46,128.203,NA,0.143695,NA,0.0119547,NA
"Rabosky2014_DD_k1_239","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",138,"pure-birth",139,0,138,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_239","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",138,"diversity-dependent",233,66.7597,30,37.8988,NA,0.321838,NA,0.03304,NA
"Rabosky2014_DD_k1_240","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",242,"pure-birth",243,0,242,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_240","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",242,"diversity-dependent",279,54.3432,180,181.891,NA,0.284114,NA,0.00817426,NA
"Rabosky2014_DD_k1_241","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",166,"pure-birth",167,0,166,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_241","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",166,"diversity-dependent",217,46.4582,116,118.738,NA,0.256243,NA,0.0385417,NA
"Rabosky2014_DD_k1_242","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",94,"pure-birth",95,0,94,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_242","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",94,"diversity-dependent",105,75.4815,65,141.148,NA,0.204124,NA,0.00154851,NA
"Rabosky2014_DD_k1_243","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",207,"pure-birth",208,0,207,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_243","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",207,"diversity-dependent",223,43.0817,139,136.77,NA,0.349706,NA,0.0449084,NA
"Rabosky2014_DD_k1_244","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",107,"pure-birth",108,0,107,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_244","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",107,"diversity-dependent",152,61.3091,61,64.3859,NA,0.237301,NA,0.00979406,NA
"Rabosky2014_DD_k1_245","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",143,"pure-birth",144,0,143,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_245","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",143,"diversity-dependent",185,41.9262,46,56.3808,NA,0.164561,NA,0.0118913,NA
"Rabosky2014_DD_k1_246","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",182,"pure-birth",183,0,182,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_246","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",182,"diversity-dependent",188,42.2339,124,122.192,NA,0.272307,NA,0.00878929,NA
"Rabosky2014_DD_k1_247","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",162,"pure-birth",163,0,162,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_247","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",162,"diversity-dependent",222,51.3356,96,95.0227,NA,0.382596,NA,0.0123856,NA
"Rabosky2014_DD_k1_248","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",92,"pure-birth",93,0,92,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_248","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",92,"diversity-dependent",117,47.3729,49,50.8919,NA,0.363457,NA,0.00933574,NA
"Rabosky2014_DD_k1_249","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",190,"pure-birth",191,0,190,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_249","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",190,"diversity-dependent",232,51.5626,120,132.617,NA,0.160381,NA,0.0240777,NA
"Rabosky2014_DD_k1_250","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",109,"pure-birth",110,0,109,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_250","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",109,"diversity-dependent",128,62.7006,83,103.821,NA,0.122805,NA,0.00428497,NA
"Rabosky2014_DD_k1_251","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",141,"pure-birth",142,0,141,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_251","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",141,"diversity-dependent",150,76.8743,104,131.198,NA,0.286704,NA,0.0269247,NA
"Rabosky2014_DD_k1_252","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",253,"pure-birth",254,0,253,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_252","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",253,"diversity-dependent",321,79.8116,182,214.221,NA,0.338261,NA,0.0156626,NA
"Rabosky2014_DD_k1_253","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",125,"pure-birth",126,0,125,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_253","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",125,"diversity-dependent",165,79.1564,80,242.002,NA,0.243121,NA,0.0332152,NA
"Rabosky2014_DD_k1_254","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",177,"pure-birth",178,0,177,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_254","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",177,"diversity-dependent",248,50.4803,104,106.484,NA,0.249728,NA,0.0475854,NA
"Rabosky2014_DD_k1_255","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",192,"pure-birth",193,0,192,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_255","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",192,"diversity-dependent",202,75.1161,155,173.896,NA,0.372085,NA,0.0265832,NA
"Rabosky2014_DD_k1_256","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",201,"pure-birth",202,0,201,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_256","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",201,"diversity-dependent",249,49.4138,127,145.822,NA,0.203379,NA,0.0139541,NA
"Rabosky2014_DD_k1_257","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",77,"pure-birth",78,0,77,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_257","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",77,"diversity-dependent",81,53.9638,26,122.268,NA,0.12949,NA,0.00479988,NA
"Rabosky2014_DD_k1_258","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",139,"pure-birth",140,0,139,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_258","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",139,"diversity-dependent",148,53.0321,104,103.354,NA,0.320516,NA,0.0082952,NA
"Rabosky2014_DD_k1_259","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",225,"pure-birth",226,0,225,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_259","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",225,"diversity-dependent",281,41.6933,170,171.842,NA,0.212976,NA,0.0053628,NA
"Rabosky2014_DD_k1_260","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",75,"pure-birth",76,0,75,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_260","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",75,"diversity-dependent",108,76.9606,40,41.0033,NA,0.370659,NA,0.00151744,NA
"Rabosky2014_DD_k1_261","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"pure-birth",105,0,104,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_261","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"diversity-dependent",142,54.5765,46,49.0371,NA,0.285263,NA,0.0169397,NA
"Rabosky2014_DD_k1_262","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",88,"pure-birth",89,0,88,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_262","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",88,"diversity-dependent",112,45.8061,47,49.5219,NA,0.255838,NA,0.0167047,NA
"Rabosky2014_DD_k1_263","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",136,"pure-birth",137,0,136,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_263","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",136,"diversity-dependent",153,75.4797,106,124.749,NA,0.294475,NA,0.0347785,NA
"Rabosky2014_DD_k1_264","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",239,"pure-birth",240,0,239,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_264","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",239,"diversity-dependent",299,59.9574,153,152.946,NA,0.263836,NA,0.0190949,NA
"Rabosky2014_DD_k1_265","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",55,"pure-birth",56,0,55,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_265","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",55,"diversity-dependent",65,54.9736,29,28.4928,NA,0.234135,NA,0.00811869,NA
"Rabosky2014_DD_k1_266","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",82,"pure-birth",83,0,82,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_266","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",82,"diversity-dependent",92,48.5923,51,75.6602,NA,0.148311,NA,0.0435837,NA
"Rabosky2014_DD_k1_267","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",285,"pure-birth",286,0,285,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_267","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",285,"diversity-dependent",338,66.6377,183,217.16,NA,0.223244,NA,0.00846628,NA
"Rabosky2014_DD_k1_268","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",160,"pure-birth",161,0,160,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_268","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",160,"diversity-dependent",211,68.3996,102,98.7175,NA,0.323418,NA,0.0261865,NA
"Rabosky2014_DD_k1_269","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",153,"pure-birth",154,0,153,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_269","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",153,"diversity-dependent",195,53.5773,66,64.0715,NA,0.351443,NA,0.0137359,NA
"Rabosky2014_DD_k1_270","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",120,"pure-birth",121,0,120,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_270","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",120,"diversity-dependent",159,53.29,76,112.846,NA,0.100083,NA,0.000268907,NA
"Rabosky2014_DD_k1_271","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",210,"pure-birth",211,0,210,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_271","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",210,"diversity-dependent",221,42.9693,157,153.27,NA,0.270507,NA,0.0368494,NA
"Rabosky2014_DD_k1_272","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",68,"pure-birth",69,0,68,NA,NA,0.032,0,0,0
